E0000046|A-1|A1|
E0342207|ring form|ring-form|
E0342207|ringform|ring-form|
E0342232|Romano Ward syndrome|Romano-Ward syndrome|
E0342255|Salmonella abortus-ovis|Salmonella abortusovis|
E0342259|Salmonella typhi-suis|Salmonella typhisuis|
E0342296|self psychology|self-psychology|
E0342317|schistocoelia|schistocelia|
E0342324|scleroedema neonatorum|scleredema neonatorum|
E0342462|seven day fever|seven-day fever|
E0342496|stiff-person syndrome|stiff person syndrome|
E0342531|seborrhoeic wart|seborrheic wart|
E0342538|Vogt Koyanagi Harada Syndrome|Vogt-Koyanagi-Harada syndrome|
E0342586|strawberry haemangioma|strawberry hemangioma|
E0342652|tumour lysis syndrome|tumor lysis syndrome|
E0342654|Treacher Collins Franceschetti syndrome|Treacher Collins-Franceschetti syndrome|
E0342660|X-linked hypogammaglobulinaemia|X-linked hypogammaglobulinemia|
E0342674|neuro-ectodermal hamartoma|neuroectodermal hamartoma|
E0342677|humourousness|humorousness|
E0342687|five day fever|five-day fever|
E0342688|race course|racecourse|
E0342694|pyo-carious|pyocarious|
E0342695|pyo-septic|pyoseptic|
E0342696|pyo-necrotic|pyonecrotic|
E0342699|pyo-destructive|pyodestructive|
E0342703|haemorrhagic fibrinogenolysis|hemorrhagic fibrinogenolysis|
E0342720|tea taster's cough|tea-tasters' cough|
E0342720|tea tasters' cough|tea-tasters' cough|
E0342720|tea-taster's cough|tea-tasters' cough|
E0342722|tea taster's disease|tea-tasters' disease|
E0342722|tea tasters' disease|tea-tasters' disease|
E0342722|tea-taster's disease|tea-tasters' disease|
E0342760|tunafish|tuna fish|
E0342780|vitello-intestinal duct|vitellointestinal duct|
E0342783|voicebox|voice box|
E0342800|spur cell anaemia|spur cell anemia|
E0342832|supra-occipital bone|supraoccipital bone|
E0342836|squirrel fish|squirrelfish|
E0342877|subacute sclerosing leucoencephalopathy|subacute sclerosing leukoencephalopathy|
E0342903|superior sulcus tumour|superior sulcus tumor|
E0342915|Tenia hydatigena|Taenia hydatigena|
E0342916|Tenia marginata|Taenia marginata|
E0342933|thalamo-olivary tract|thalamoolivary tract|
E0342978|writer's spasm|writers' spasm|
E0342986|wood-carver|wood carver|
E0343031|synagog|synagogue|
E0343072|transhiatal|trans-hiatal|
E0343079|Trantas's dot|Trantas' dot|
E0343085|trench foot|trenchfoot|
E0343159|vaginal haematocele|vaginal hematocele|
E0343159|vaginal haematocoele|vaginal hematocele|
E0343190|venous haemorrhage|venous hemorrhage|
E0343192|Tapia syndrome|Tapia's syndrome|
E0343238|vesico-ureteric reflux|vesicoureteric reflux|
E0343241|virusaemia|virusemia|
E0343249|viral haemorrhagic fever|viral hemorrhagic fever|
E0343294|acromio-clavicular joint|acromioclavicular joint|
E0343326|Vitex agnus-castus|Vitex agnus castus|
E0343331|Xyphias gladius|Xiphias gladius|
E0343364|dart board|dartboard|
E0343373|foot rest|footrest|
E0343390|non-residential|nonresidential|
E0343391|non-prescribed|nonprescribed|
E0343392|non-visual|nonvisual|
E0343393|non-nutritive|nonnutritive|
E0343397|non-striated|nonstriated|
E0343398|non-urban|nonurban|
E0343411|semi-skilled|semiskilled|
E0343444|air field|airfield|
E0343446|bird-like|birdlike|
E0343463|amygdalohippocampal|amygdalo-hippocampal|
E0343464|amygdalosubicular|amygdalo-subicular|
E0343473|arthro-osteitis|arthroosteitis|
E0343474|arthro-series|arthroseries|
E0343475|atlantoaxoid|atlanto-axoid|
E0343581|chess board|chessboard|
E0343614|church yard|churchyard|
E0343668|co-dominance|codominance|
E0343734|deer fly|deerfly|
E0343741|deicer|de-icer|
E0343851|eye shade|eyeshade|
E0343860|fibrogastroscopic|fibro-gastroscopic|
E0343916|Glycyphagus destructor|Glyciphagus destructor|
E0344044|Kerckring's fold|Kerkring's fold|
E0344066|latero-dorsal|laterodorsal|
E0344084|linguoalveolar|linguo-alveolar|
E0344111|Marseille|Marseilles|
E0344114|mento-posterior|mentoposterior|
E0344161|Nucleus praeopticus medianus|nucleus preopticus medianus|
E0344189|myelo-optico-neuropathy|myeloopticoneuropathy|
E0344218|Bothrops schlegeli|Bothrops schlegelii|
E0344241|Cnemidocoptes jamaicensis|Knemidokoptes jamaicensis|
E0344241|Knemidocoptes jamaicensis|Knemidokoptes jamaicensis|
E0344242|Cnemidocoptes mutans|Knemidokoptes mutans|
E0344242|Knemidocoptes mutans|Knemidokoptes mutans|
E0344262|vesiculo-deferentography|vesiculodeferentography|
E0344263|orbito-frontal|orbitofrontal|
E0344538|sodium sulphacetamide|sodium sulfacetamide|
E0344650|galvanisers' poisoning|galvanizers' poisoning|
E0344651|zinc poisoning tremor|zinc-poisoning tremor|
E0344671|oculo-cardiac|oculocardiac|
E0344713|non-slip|nonslip|
E0344722|palmo-plantar|palmoplantar|
E0344724|palmodigital|palmo-digital|
E0344789|vibro-acoustic|vibroacoustic|
E0344790|vestibulo-spinal|vestibulospinal|
E0344800|ventro-posterior|ventroposterior|
E0344802|ventroposteromedial|ventro-postero-medial|
E0344803|ventrocranial|ventro-cranial|
E0344804|ventrocaudal|ventro-caudal|
E0344921|trichorhinophalangeal|tricho-rhino-phalangeal|
E0344922|folliculosebaceous|folliculo-sebaceous|
E0344928|toxicopharmacological|toxico-pharmacological|
E0344930|toxicometabolic|toxico-metabolic|
E0344931|toxiconutritional|toxico-nutritional|
E0344932|toxicobiological|toxico-biological|
E0344933|toxicoseptic|toxico-septic|
E0344934|toxicopathogenesis|toxico-pathogenesis|
E0344950|toxicokinetics|toxico-kinetics|
E0344993|longhead char|longhead charr|
E0345011|masto-retrosigmoid|mastoretrosigmoid|
E0345012|mastolymphocytic|masto-lymphocytic|
E0345029|aerodiameter|aero-diameter|
E0345038|atriobiventricular|atrio-biventricular|
E0345045|basoapical|baso-apical|
E0345048|biliodigestive|bilio-digestive|
E0345084|encephalo-cranial|encephalocranial|
E0345087|facio-cranial|faciocranial|
E0345089|faun-tail|faun tail|
E0345093|oesophago-aortal|esophago-aortal|
E0345094|esophago-visceral|esophagovisceral|
E0345094|oesophago-visceral|esophagovisceral|
E0345094|oesophagovisceral|esophagovisceral|
E0345095|esophago-vertebral|esophagovertebral|
E0345095|oesophago-vertebral|esophagovertebral|
E0345095|oesophagovertebral|esophagovertebral|
E0345096|esophago-mediastinal|esophagomediastinal|
E0345096|oesophago-mediastinal|esophagomediastinal|
E0345096|oesophagomediastinal|esophagomediastinal|
E0345101|gingivo-periodontal|gingivoperiodontal|
E0345102|gingivo-buccal|gingivobuccal|
E0345104|gingivo-periosteoplasty|gingivoperiosteoplasty|
E0345105|gingivo-periodontitis|gingivoperiodontitis|
E0345106|cerebro-placental|cerebroplacental|
E0345109|cysto-cystoplasty|cystocystoplasty|
E0345148|iridocorneal|irido-corneal|
E0345149|irido-retinochoroidal|iridoretinochoroidal|
E0345150|iridozonular|irido-zonular|
E0345196|kerato-dermal|keratodermal|
E0345198|labio-palatal|labiopalatal|
E0345199|labio-scrotal|labioscrotal|
E0345200|lacto-ovo vegetarian|lacto-ovo-vegetarian|
E0345202|lacto-bacillary|lactobacillary|
E0345208|mento-collical|mentocollical|
E0345219|sino-auricular|sinoauricular|
E0345258|nevomelanocytic|nevo-melanocytic|
E0345283|osteo-meningeal|osteomeningeal|
E0345284|osteo-muscular|osteomuscular|
E0345342|roto-torsional|rototorsional|
E0345343|roto-vibrational|rotovibrational|
E0345344|rotorod|roto-rod|
E0345374|clock face|clockface|
E0345428|housebuilder|house builder|
E0345454|glucuronidase invitro test|glucuronidase in vitro test|
E0345466|leuco-araiosis|leukoaraiosis|
E0345466|leucoaraiosis|leukoaraiosis|
E0345466|leuko-araiosis|leukoaraiosis|
E0345499|rifle bird|riflebird|
E0345540|Rauwolfia serpentina|Rauvolfia serpentina|
E0345587|sheep shearer|sheepshearer|
E0345587|sheep-shearer|sheepshearer|
E0345600|sialo-glycolipid receptor|sialoglycolipid receptor|
E0345614|silver-gray rockfish|silvergray rockfish|
E0345731|sunn-hemp|sunn hemp|
E0345734|grey-rumped swiftlet|gray-rumped swiftlet|
E0345741|trophoblastic pseudotumor|trophoblastic pseudotumour|
E0345742|tachy-fibrillation|tachyfibrillation|
E0345829|thromboocclusive|thrombo-occlusive|
E0345830|thromboaspiration|thrombo-aspiration|
E0345831|thromboobliteration|thrombo-obliteration|
E0345875|wool-sorter|woolsorter|
E0345937|folliculitis cheloidalis nuchae|folliculitis keloidalis nuchae|
E0345939|sunn-hemp mosaic virus|sunn hemp mosaic virus|
E0345942|sunn-hemp mosaic tobamovirus|sunn hemp mosaic tobamovirus|
E0345965|spondylo-epiphyseal|spondyloepiphyseal|
E0345971|interpremolar distance|inter-premolar distance|
E0345974|pancreato-protective|pancreatoprotective|
E0345975|pulmono-protective|pulmonoprotective|
E0345976|pulmonoarterial|pulmono-arterial|
E0345977|pulmono-oesophageal|pulmono-esophageal|
E0345977|pulmonoesophageal|pulmono-esophageal|
E0345978|venovenous bypass|veno-venous bypass|
E0345996|ileoanal anastomosis|ileo-anal anastomosis|
E0345997|ileo-ileo-colic|ileo-ileocolic|
E0345997|ileoileocolic|ileo-ileocolic|
E0345998|colocolic anastomosis|colo-colic anastomosis|
E0345999|coloileocolonic|coloileo-colonic|
E0346000|coloileocolonic junction|coloileo-colonic junction|
E0346019|oxoalcohol|oxo-alcohol|
E0346036|quasimolecular|quasi-molecular|
E0346038|quasidirect|quasi-direct|
E0346039|quasipalindromic|quasi-palindromic|
E0346044|non carrier|noncarrier|
E0346044|non-carrier|noncarrier|
E0346060|lumbosacrocoxal|lumbo-sacro-coxal|
E0346066|sclero-choroid|sclerochoroid|
E0346067|sclero-choroidal|sclerochoroidal|
E0346068|sclero-trabeculectomy|sclerotrabeculectomy|
E0346069|sclero-embolisation|sclero-embolization|
E0346071|sclero-uveotumorectomy|sclerouveotumorectomy|
E0346072|sclero-corneomalacia|sclerocorneomalacia|
E0346076|telobox|telo-box|
E0346077|Schizo-saccharomyces pombe|Schizosaccharomyces pombe|
E0346129|Cnemidocoptes laevis|Knemidocoptes laevis|
E0346129|Knemidokoptes laevis|Knemidocoptes laevis|
E0346130|Cnemidocoptes|Knemidocoptes|
E0346130|Knemidokoptes|Knemidocoptes|
E0346135|urethrocolonic|urethro-colonic|
E0346136|urethrosigmoid|urethro-sigmoid|
E0346137|urethrosigmoid anastomosis|urethro-sigmoid anastomosis|
E0346159|unisite|uni-site|
E0346166|Helly's solution|Helly solution|
E0346229|alcelaphine herpesvirus-1|alcelaphine herpesvirus 1|
E0346230|ovine herpesvirus-2|ovine herpesvirus 2|
E0346249|amygdalohippocampal epilepsy|amygdalo-hippocampal epilepsy|
E0346250|anancastic personality disorder|anankastic personality disorder|
E0346254|foetus anideus|fetus anideus|
E0346308|foetal cranioclasis|fetal cranioclasis|
E0346309|foetal basiotripsy|fetal basiotripsy|
E0346310|foetal craniotomy|fetal craniotomy|
E0346322|Beal's auriculo-osteodysplasia syndrome|Beal's auriculoosteodysplasia syndrome|
E0346557|cockade naevus|cockade nevus|
E0346559|genetic co-dominance|genetic codominance|
E0346613|Amadina fasciata|Amadena fasciata|
E0346614|cut-throat finch|cutthroat finch|
E0346636|human bot-fly|human bot fly|
E0346636|human botfly|human bot fly|
E0346650|grey triggerfish|gray triggerfish|
E0346709|rabbit-foot-clover|rabbit foot clover|
E0346742|generalized haematopoietic hypoplasia|generalized hematopoietic hypoplasia|
E0346759|grey silky flycatcher|gray silky flycatcher|
E0346884|epicranial subaponeurotic haemorrhage|epicranial subaponeurotic hemorrhage|
E0346912|sulcus fimbrio-dentatus|sulcus fimbriodentatus|
E0346925|iridocorneal dysgenesis|irido-corneal dysgenesis|
E0346928|Cnemidocoptes jamaicensis Turk|Knemidokoptes jamaicensis Turk|
E0346928|Knemidocoptes jamaicensis Turk|Knemidokoptes jamaicensis Turk|
E0346982|cerebro-macular dystrophy|cerebromacular dystrophy|
E0346991|Hurter's spade-foot toad|Hurter's spadefoot toad|
E0346999|Van Buchem disease|van Buchem disease|
E0347017|chronic fibroedematous gingivitis|chronic fibro-edematous gingivitis|
E0347088|bell-clapper|bell clapper|
E0347090|bell-clapper deformity|bell clapper deformity|
E0347096|Leptosylla|Leptopsylla|
E0347180|direct mento-posterior position|direct mentoposterior position|
E0347181|right mento-posterior position|right mentoposterior position|
E0347182|left mento-posterior position|left mentoposterior position|
E0347184|extra-embryonic mesoblast|extraembryonic mesoblast|
E0347256|Pacinian tumour|Pacinian tumor|
E0347313|post-traumatic periosteoma|posttraumatic periosteoma|
E0347384|lodgepole pine|lodge-pole pine|
E0347406|jequirity bean|jequirty bean|
E0347531|oesophageal muscularis propria|esophageal muscularis propria|
E0347555|criss-cross prickleback|crisscross prickleback|
E0347576|horse-biting louse|horse biting louse|
E0347582|horse botfly|horse bot fly|
E0347582|horse-bot fly|horse bot fly|
E0347606|Greenland musk ox|Greenland muskox|
E0347617|nailfold haemorrhage|nailfold hemorrhage|
E0347642|noncommissioned officer|non-commissioned officer|
E0347644|non-nutritive sweetener|nonnutritive sweetener|
E0347647|non-jury trial|nonjury trial|
E0347651|non-slip surface|nonslip surface|
E0347652|non-urban society|nonurban society|
E0347653|non-visual photoreceptor|nonvisual photoreceptor|
E0347654|non-visual photosensitivity|nonvisual photosensitivity|
E0347658|supersqueeze oesophagus|supersqueeze esophagus|
E0347675|sulfur polypore|sulphur polypore|
E0347690|ventriculoauricular shunt|ventriculo-auricular shunt|
E0347691|vestibulo-spinal tract|vestibulospinal tract|
E0347692|fetal vibro-acoustic stimulation test|fetal vibroacoustic stimulation test|
E0347781|Israel's shunt hyperbilirubinaemia|Israel's shunt hyperbilirubinemia|
E0347791|oculo-dentodigital syndrome|oculo-dento-digital syndrome|
E0347791|oculodento-digital syndrome|oculo-dento-digital syndrome|
E0347791|oculodentodigital syndrome|oculo-dento-digital syndrome|
E0347805|French angel fish|French angelfish|
E0347808|grey potoo|gray potoo|
E0347957|sulphacetamide allergy|sulfacetamide allergy|
E0347958|ophthalmic sodium sulphacetamide|ophthalmic sodium sulfacetamide|
E0347959|topical sodium sulphacetamide|topical sodium sulfacetamide|
E0347980|syringomyelia-anaesthesia syndrome|syringomyelia-anesthesia syndrome|
E0347982|self-stimulative behaviour|self-stimulative behavior|
E0347985|temporooccipital fasciculus|temporo-occipital fasciculus|
E0348029|desulphurisation treater|desulphurization treater|
E0348036|sulphur-breasted toucan|sulfur-breasted toucan|
E0348053|mega-unit|megaunit|
E0348105|pilliferous|piliferous|
E0348120|rat bite|ratbite|
E0348120|rat-bite|ratbite|
E0348122|re-box|rebox|
E0348167|zygomatico-auricular|zygomaticoauricular|
E0348178|mechanochemical|mechano-chemical|
E0348179|mechanoenergetic|mechano-energetic|
E0348266|thiosulfuric|thiosulphuric|
E0348303|long-tail|longtail|
E0348304|long-tailed|longtailed|
E0348316|mento-transverse|mentotransverse|
E0348317|methel|metel|
E0348485|sulfphocarbamide|sulfocarbamide|
E0348568|pneumocoele|pneumocele|
E0348730|grey-backed tern|gray-backed tern|
E0348812|Xyphias|Xiphias|
E0348821|ventro-laterally|ventrolaterally|
E0348822|proximodistal|proximo-distal|
E0349397|non-glucosuric|nonglucosuric|
E0349398|non-food|nonfood|
E0349399|non-sister|nonsister|
E0349402|oculo-auriculo-vertebral|oculoauriculovertebral|
E0349402|oculo-auriculovertebral|oculoauriculovertebral|
E0349403|oculo-dento-digital|oculodentodigital|
E0349403|oculo-dentodigital|oculodentodigital|
E0349403|oculodento-digital|oculodentodigital|
E0349405|oculodento-osseous|oculo-dento-osseous|
E0349405|oculodentoosseous|oculo-dento-osseous|
E0349407|tricho-oculodermovertebral|tricho-oculo-dermo-vertebral|
E0349408|oculo-mandibular|oculomandibular|
E0349409|meningo-oculofacial|meningo-oculo-facial|
E0349425|pleuro-esophageal|pleuroesophageal|
E0349425|pleuro-oesophageal|pleuroesophageal|
E0349425|pleurooesophageal|pleuroesophageal|
E0349426|biliopleurobronchial|bilio-pleuro-bronchial|
E0349436|pharyngo-conjunctival|pharyngoconjunctival|
E0349450|velo-cardio-facial|velocardiofacial|
E0349452|ventriculo-infundibular|ventriculoinfundibular|
E0349453|ventriculoauricular|ventriculo-auricular|
E0349459|red whiskered|red-whiskered|
E0349460|white whiskered|white-whiskered|
E0349466|telerehabilitation|tele-rehabilitation|
E0349475|mesiopalatal|mesio-palatal|
E0349476|mesiodistally|mesio-distally|
E0349478|morphomolecular|morpho-molecular|
E0349479|morphogenotype|morpho-genotype|
E0349480|chemo-architecture|chemoarchitecture|
E0349481|myelolymphatic|myelo-lymphatic|
E0349484|ophthalmosphygmographic|ophthalmo-sphygmographic|
E0349485|ophthalmobrachial|ophthalmo-brachial|
E0349495|epididymotesticular tuberculosis|epididymo-testicular tuberculosis|
E0349511|villagisation|villagization|
E0349513|vice-admiral|vice admiral|
E0349576|trap door|trapdoor|
E0349595|triallist|trialist|
E0349623|terpolymerisation|terpolymerization|
E0349651|tectonise|tectonize|
E0349652|tectonisation|tectonization|
E0349662|rideable|ridable|
E0349663|rideability|ridability|
E0349677|rhematise|rhematize|
E0349678|rhematisation|rhematization|
E0349690|resole|resol|
E0349749|nodulise|nodulize|
E0349750|nodulisation|nodulization|
E0349763|orangerie|orangery|
E0349770|orchella|orchilla|
E0349771|organisable|organizable|
E0349772|organisability|organizability|
E0350160|grey-rumped|gray-rumped|
E0350307|post-infectious|postinfectious|
E0350354|post-laminectomy|postlaminectomy|
E0350371|Bancroftian|bancroftian|
E0350528|Pacchionian|pacchionian|
E0350530|intra-occipital|intraoccipital|
E0350651|olivo-cerebellar|olivocerebellar|
E0350688|white-spotted|whitespotted|
E0350698|immuno-electron|immunoelectron|
E0350705|gastro-omental|gastroomental|
E0350708|extra-intracranial|extraintracranial|
